Suhu_C,Kelembaban_persen,Tekanan_Udara_hPa,Kecepatan_Angin_kmjam,Arah_Angin_derajat,Curah_Hujan_mm,Kondisi_Cuaca
21.2,57,1009.5,18.9,142,2.6,Berawan
26.6,91,1005.0,30.0,134,2.4,Berawan
29.6,86,1012.2,12.0,189,0.9,Berawan
17.8,60,1011.5,18.6,25,4.5,Berawan
29.8,86,1007.3,12.6,137,2.2,Berawan
20.1,90,1011.2,14.8,66,3.2,Berawan
30.2,74,1009.2,8.6,84,0.0,Cerah
22.3,73,1006.6,29.1,147,4.8,Berawan
30.0,81,1006.2,16.4,112,2.1,Berawan
27.5,82,1012.5,12.0,167,4.2,Berawan
22.9,58,1007.6,27.5,84,1.4,Berawan
23.8,75,1007.9,20.5,47,4.2,Berawan
26.6,97,1007.6,11.8,273,2.4,Berawan
17.1,62,1006.2,28.2,213,4.7,Berawan
22.0,63,1009.9,24.5,60,2.6,Berawan
28.6,60,1008.4,23.6,196,2.9,Berawan
23.3,69,1011.8,6.4,225,0.0,Cerah
16.4,68,1004.5,28.3,334,0.9,Berawan
18.5,60,1009.7,3.2,245,0.0,Cerah
18.8,97,1010.3,24.7,209,2.2,Berawan
25.5,56,1010.8,21.0,23,2.6,Berawan
24.6,63,1011.0,8.6,350,0.0,Cerah
23.3,80,1004.7,10.3,33,0.7,Berawan
17.3,95,1006.2,9.7,130,46.7,Hujan
18.1,70,1011.6,11.1,200,0.0,Cerah
17.3,84,1004.2,24.5,274,1.3,Berawan
19.0,62,1009.2,7.1,126,0.0,Cerah
21.2,84,1006.2,16.0,100,2.1,Berawan
22.9,86,1006.3,24.4,142,27.2,Hujan
21.8,82,1008.7,23.1,196,4.5,Berawan
30.3,67,1012.2,10.2,351,0.0,Cerah
28.9,76,1007.9,29.1,120,2.9,Berawan
17.3,91,1011.8,9.7,73,1.5,Berawan
27.2,96,1004.1,14.9,349,1.9,Berawan
30.2,81,1011.8,20.1,142,2.8,Berawan
20.8,67,1011.4,21.2,341,4.6,Berawan
20.7,78,1005.8,23.8,325,4.1,Berawan
19.6,86,1007.5,4.4,327,48.7,Hujan
24.5,90,1007.7,11.1,98,2.8,Berawan
30.5,67,1005.8,7.9,345,0.0,Cerah
25.0,62,1005.3,12.7,89,0.0,Cerah
22.6,66,1007.1,9.0,169,0.0,Cerah
31.0,62,1012.3,5.5,208,0.0,Cerah
19.6,80,1010.7,6.8,201,0.1,Berawan
31.0,84,1004.7,4.6,99,3.4,Berawan
23.4,91,1008.1,4.8,296,3.9,Berawan
21.3,98,1006.5,29.3,283,11.8,Hujan
29.7,56,1012.3,29.7,292,1.6,Berawan
25.8,71,1009.6,4.1,359,0.0,Cerah
24.8,79,1004.7,24.9,20,0.5,Berawan
20.1,86,1009.0,26.3,122,2.8,Berawan
27.6,81,1005.6,6.9,202,1.4,Berawan
26.5,69,1009.7,28.5,291,2.3,Berawan
16.4,65,1004.3,22.7,249,2.2,Berawan
26.1,97,1005.0,17.6,42,3.9,Berawan
30.1,62,1011.5,3.7,169,0.0,Cerah
31.0,73,1012.3,6.3,125,0.0,Cerah
29.2,97,1011.6,10.3,354,2.7,Berawan
27.2,78,1012.4,7.6,25,4.2,Berawan
22.5,68,1009.3,3.4,148,0.0,Cerah
22.9,94,1005.4,3.7,330,43.2,Hujan
21.8,72,1006.9,10.5,122,0.0,Cerah
30.4,72,1009.8,13.0,249,0.0,Cerah
28.7,85,1011.1,12.8,339,3.6,Berawan
29.5,68,1011.5,22.4,186,0.3,Berawan
28.1,64,1011.7,26.7,217,3.1,Berawan
23.8,76,1005.0,10.7,171,1.4,Berawan
17.3,96,1010.2,21.2,326,2.0,Berawan
28.0,79,1010.4,6.4,251,0.7,Berawan
21.6,70,1008.3,10.2,147,0.0,Cerah
24.0,80,1006.7,25.4,55,2.6,Berawan
17.6,72,1006.6,8.4,36,0.0,Cerah
27.7,62,1005.0,29.9,245,0.9,Berawan
27.4,70,1010.3,23.4,186,3.8,Berawan
31.1,62,1007.8,14.1,214,0.0,Cerah
26.6,61,1009.8,27.4,148,3.2,Berawan
20.8,89,1008.3,23.3,329,4.8,Berawan
24.5,94,1006.7,23.4,254,4.8,Berawan
24.4,87,1012.2,5.9,251,4.2,Berawan
17.2,70,1005.8,5.9,160,0.0,Cerah
22.5,83,1012.8,3.6,333,0.6,Berawan
22.9,68,1006.2,27.9,123,0.4,Berawan
28.0,92,1012.3,16.6,86,3.2,Berawan
19.0,67,1011.1,25.3,261,2.6,Berawan
26.0,87,1012.1,6.2,138,1.0,Berawan
31.7,93,1009.4,16.2,323,1.3,Berawan
16.4,75,1008.9,21.1,238,2.6,Berawan
25.8,91,1009.5,13.6,131,3.3,Berawan
25.6,66,1011.2,17.4,318,0.0,Cerah
28.5,76,1010.5,6.3,310,4.5,Berawan
16.5,82,1004.4,20.5,158,3.2,Berawan
19.6,89,1012.3,26.2,195,4.1,Berawan
29.4,58,1006.0,24.6,116,1.4,Berawan
19.5,75,1004.4,9.6,220,0.0,Cerah
25.6,75,1005.5,29.7,94,4.6,Berawan
29.6,58,1012.9,15.1,246,0.0,Cerah
30.1,67,1004.4,6.3,315,0.0,Cerah
18.6,69,1011.3,17.0,299,0.0,Cerah
30.1,83,1006.1,19.0,159,1.9,Berawan
25.1,85,1004.1,23.8,311,3.3,Berawan
21.1,92,1011.7,3.4,197,3.1,Berawan
23.6,89,1005.9,17.9,73,18.4,Hujan
29.8,90,1011.3,19.7,74,4.0,Berawan
24.0,63,1007.1,5.1,108,0.0,Cerah
18.4,84,1006.3,19.4,180,3.0,Berawan
26.8,73,1007.5,17.9,326,0.0,Cerah
23.6,79,1008.7,26.4,136,1.2,Berawan
18.5,62,1012.8,5.6,215,0.0,Cerah
20.0,92,1012.7,8.0,111,2.3,Berawan
29.1,85,1012.6,16.0,94,2.0,Berawan
17.0,76,1007.0,5.6,197,4.6,Berawan
22.8,77,1012.4,5.9,335,1.3,Berawan
30.8,56,1011.2,4.3,124,0.0,Cerah
20.5,63,1009.7,17.6,328,0.0,Cerah
19.8,78,1005.9,7.7,100,4.4,Berawan
29.2,80,1010.0,3.7,308,4.6,Berawan
27.0,56,1010.6,4.8,77,0.0,Cerah
25.9,82,1011.6,12.2,302,2.6,Berawan
30.4,71,1012.6,29.7,296,1.4,Berawan
30.5,67,1009.5,23.9,164,1.0,Berawan
18.0,66,1012.5,11.0,295,0.0,Cerah
18.7,71,1005.1,13.4,153,0.0,Cerah
17.3,61,1004.8,11.1,105,0.0,Cerah
27.6,68,1006.5,5.3,287,0.0,Cerah
31.8,89,1009.0,10.5,313,3.4,Berawan
20.4,83,1007.7,3.1,235,2.8,Berawan
25.0,82,1009.4,20.8,173,0.3,Berawan
22.9,59,1011.4,13.4,163,0.0,Cerah
25.1,59,1009.9,28.0,231,2.8,Berawan
27.0,97,1008.8,17.8,180,2.6,Berawan
25.1,92,1011.5,11.6,177,3.8,Berawan
19.7,93,1005.2,29.1,158,30.5,Hujan
20.4,80,1007.3,17.9,30,4.6,Berawan
29.3,60,1009.5,8.5,118,0.0,Cerah
31.0,75,1011.5,20.3,87,1.6,Berawan
23.7,77,1010.6,15.3,117,1.8,Berawan
19.7,98,1011.5,6.6,170,3.1,Berawan
27.8,63,1009.2,13.1,319,0.0,Cerah
24.3,89,1012.5,29.4,222,1.9,Berawan
22.0,61,1004.4,13.4,305,0.0,Cerah
27.2,96,1008.9,23.0,235,3.2,Berawan
28.8,55,1008.8,17.7,222,0.0,Cerah
25.9,84,1004.7,28.1,19,4.4,Berawan
24.3,62,1006.6,17.7,246,0.0,Cerah
26.1,63,1012.4,6.2,93,0.0,Cerah
27.9,60,1012.7,18.2,131,3.6,Berawan
17.0,60,1008.8,16.0,116,0.0,Cerah
19.5,89,1009.2,7.8,238,1.0,Berawan
29.1,97,1011.2,6.8,56,4.5,Berawan
30.2,55,1005.6,25.4,270,2.3,Berawan
30.1,76,1007.2,11.6,66,1.1,Berawan
26.6,84,1007.8,26.0,85,0.6,Berawan
20.5,83,1004.6,13.9,228,0.6,Berawan
30.6,74,1007.2,11.4,347,0.0,Cerah
25.8,82,1005.5,19.6,189,3.9,Berawan
18.7,66,1010.8,6.4,55,0.0,Cerah
24.4,85,1004.8,8.1,25,1.6,Berawan
28.0,98,1006.1,24.1,254,0.6,Berawan
23.0,78,1009.5,19.9,71,4.4,Berawan
24.3,62,1005.6,15.8,221,0.0,Cerah
21.8,65,1004.5,29.7,320,4.1,Berawan
28.3,75,1005.5,21.2,250,1.4,Berawan
20.5,59,1009.7,9.1,285,0.0,Cerah
31.3,55,1011.9,17.6,59,0.0,Cerah
30.9,73,1012.9,16.0,207,0.0,Cerah
17.1,58,1007.9,23.4,315,4.3,Berawan
18.4,79,1006.6,28.1,338,4.0,Berawan
18.1,91,1004.4,7.1,251,28.4,Hujan
29.6,90,1006.3,20.1,247,2.3,Berawan
28.8,89,1008.7,13.3,333,1.1,Berawan
19.3,79,1007.8,14.6,72,0.5,Berawan
26.2,98,1008.6,24.2,47,2.1,Berawan
16.5,68,1011.5,21.3,228,4.7,Berawan
20.9,87,1005.9,27.8,153,25.0,Hujan
31.6,82,1010.5,15.4,279,2.4,Berawan
21.3,68,1007.3,22.8,32,1.1,Berawan
19.9,84,1008.3,26.3,260,1.9,Berawan
28.8,71,1009.0,22.0,319,0.9,Berawan
23.1,62,1004.7,21.6,76,1.1,Berawan
20.3,56,1010.0,29.1,302,0.6,Berawan
22.9,65,1005.0,11.1,107,0.0,Cerah
31.3,62,1011.3,28.0,338,1.9,Berawan
20.3,75,1008.7,12.9,285,0.0,Cerah
27.8,89,1012.9,29.8,129,0.6,Berawan
26.3,71,1012.1,11.8,343,0.0,Cerah
26.0,70,1010.9,16.8,15,0.0,Cerah
16.5,58,1005.3,11.0,107,0.0,Cerah
20.1,81,1012.2,20.4,253,3.9,Berawan
25.1,65,1005.1,8.2,223,0.0,Cerah
21.9,94,1009.9,20.5,145,0.9,Berawan
16.7,67,1007.4,8.0,352,0.0,Cerah
32.0,79,1006.0,4.2,187,0.2,Berawan
25.9,58,1004.1,26.1,298,4.2,Berawan
30.1,68,1005.4,25.1,168,0.8,Berawan
18.6,96,1012.1,11.6,284,1.2,Berawan
31.0,86,1006.0,27.7,201,0.2,Berawan
16.3,59,1012.8,3.8,239,0.0,Cerah
31.9,62,1011.7,15.5,196,0.0,Cerah
21.4,91,1009.3,18.7,309,0.7,Berawan
32.0,76,1006.5,26.9,357,3.6,Berawan
27.3,87,1009.3,8.8,177,4.8,Berawan
25.6,90,1012.6,22.3,71,2.1,Berawan
28.1,97,1007.7,23.3,117,3.9,Berawan
24.5,86,1008.7,7.8,71,1.7,Berawan
28.2,61,1007.9,21.8,243,0.9,Berawan
25.1,88,1008.9,25.3,150,3.3,Berawan
28.4,66,1006.7,9.7,207,0.0,Cerah
26.5,59,1007.1,11.3,154,0.0,Cerah
17.7,70,1006.3,5.6,154,0.0,Cerah
30.8,95,1006.7,4.7,330,0.5,Berawan
27.2,79,1004.4,19.6,98,4.9,Berawan
31.2,84,1009.2,8.4,29,4.0,Berawan
30.1,94,1012.2,9.9,329,0.9,Berawan
24.3,94,1005.2,14.9,181,3.8,Berawan
24.5,97,1007.4,10.6,238,2.5,Berawan
16.4,75,1009.8,25.2,59,4.6,Berawan
28.2,87,1011.2,12.9,81,2.0,Berawan
23.4,88,1010.4,10.5,169,3.3,Berawan
27.6,75,1012.8,29.4,252,3.6,Berawan
27.7,90,1006.6,10.8,337,4.6,Berawan
16.6,67,1005.4,10.5,145,0.0,Cerah
24.5,66,1012.4,22.8,150,2.7,Berawan
23.1,83,1005.5,25.9,191,2.2,Berawan
31.5,63,1004.6,13.5,223,0.0,Cerah
17.2,86,1004.3,6.0,295,33.0,Hujan
17.3,88,1007.4,8.1,271,29.9,Hujan
17.3,97,1006.7,12.3,356,45.9,Hujan
19.5,56,1010.2,5.9,80,0.0,Cerah
17.3,75,1008.6,5.7,228,0.0,Cerah
22.3,65,1012.5,29.1,149,2.8,Berawan
24.5,65,1008.2,22.7,48,1.4,Berawan
23.8,98,1009.7,14.2,297,1.6,Berawan
30.2,96,1011.1,20.1,210,1.9,Berawan
28.5,84,1010.3,13.5,77,0.8,Berawan
16.6,59,1005.2,26.3,61,1.0,Berawan
28.6,60,1006.7,19.1,287,1.2,Berawan
30.8,63,1004.3,25.2,104,1.2,Berawan
28.9,75,1010.1,15.3,217,0.0,Cerah
21.4,90,1005.8,23.9,314,29.0,Hujan
25.6,82,1010.6,7.5,161,3.9,Berawan
21.3,70,1012.9,29.0,198,2.3,Berawan
24.9,61,1005.9,4.7,229,0.0,Cerah
30.2,74,1011.3,15.3,172,0.0,Cerah
16.3,66,1006.8,13.9,30,0.0,Cerah
22.0,65,1012.4,8.8,14,0.0,Cerah
29.1,81,1013.0,30.0,23,3.1,Berawan
19.1,87,1006.2,18.0,161,45.5,Hujan
22.9,91,1012.3,28.9,292,4.3,Berawan
30.9,86,1012.6,16.4,335,0.6,Berawan
23.3,72,1004.9,20.9,187,4.5,Berawan
28.0,58,1008.6,29.2,207,3.3,Berawan
16.7,75,1005.3,24.1,255,1.5,Berawan
24.7,69,1009.8,21.2,116,2.8,Berawan
20.8,80,1010.5,25.1,135,1.3,Berawan
28.2,59,1010.3,10.9,266,0.0,Cerah
25.6,63,1006.4,7.4,38,0.0,Cerah
16.6,63,1012.5,10.2,79,0.0,Cerah
27.7,58,1006.0,12.6,338,0.0,Cerah
23.9,82,1012.8,10.1,35,0.7,Berawan
29.0,61,1008.4,28.9,10,4.1,Berawan
19.7,95,1006.1,25.1,86,19.8,Hujan
30.0,79,1011.1,6.8,198,4.2,Berawan
24.5,74,1007.3,25.7,262,0.3,Berawan
21.0,64,1008.5,23.3,228,4.6,Berawan
22.2,60,1008.0,23.5,175,3.4,Berawan
18.4,71,1007.8,22.6,131,2.5,Berawan
30.8,64,1005.7,3.6,52,0.0,Cerah
23.7,94,1004.6,18.6,233,20.4,Hujan
23.5,63,1009.7,16.1,39,0.0,Cerah
26.8,91,1005.2,28.9,201,1.1,Berawan
25.9,81,1008.3,5.4,67,1.7,Berawan
22.6,93,1007.2,15.5,132,19.9,Hujan
30.6,77,1007.0,9.8,156,0.4,Berawan
29.6,95,1010.8,25.9,5,0.2,Berawan
20.4,67,1005.5,15.9,314,0.0,Cerah
27.6,68,1004.9,13.7,210,0.0,Cerah
18.0,73,1008.5,20.4,187,3.0,Berawan
19.0,59,1005.6,10.7,285,0.0,Cerah
24.8,71,1010.4,12.3,143,0.0,Cerah
23.5,64,1009.5,7.4,86,0.0,Cerah
28.2,75,1008.1,13.1,149,0.0,Cerah
24.0,93,1005.5,15.7,54,1.6,Berawan
17.0,80,1006.4,21.4,211,4.0,Berawan
16.6,60,1007.9,28.8,345,4.0,Berawan
19.4,89,1008.5,13.9,237,4.6,Berawan
16.9,91,1012.2,6.7,70,2.1,Berawan
30.6,97,1005.8,27.5,349,1.3,Berawan
17.5,89,1011.6,25.5,19,2.3,Berawan
21.6,81,1009.3,26.9,37,4.6,Berawan
25.8,57,1007.6,11.0,209,0.0,Cerah
18.5,97,1006.0,16.0,282,27.5,Hujan
16.8,88,1008.1,10.1,267,3.6,Berawan
17.7,90,1011.6,11.7,87,4.4,Berawan
18.7,91,1010.3,28.6,157,1.2,Berawan
27.5,82,1012.9,24.8,196,4.4,Berawan
19.2,57,1004.8,14.0,64,0.0,Cerah
30.4,56,1011.8,6.9,96,0.0,Cerah
21.7,93,1012.2,5.4,356,2.6,Berawan
29.8,89,1010.0,5.8,123,2.5,Berawan
30.3,77,1008.4,15.6,276,0.5,Berawan
20.1,71,1008.9,28.9,93,0.6,Berawan
25.5,78,1010.2,10.1,344,1.7,Berawan
18.9,65,1010.0,10.1,209,0.0,Cerah
29.4,83,1008.9,3.2,76,3.7,Berawan
30.5,94,1008.9,15.8,54,0.8,Berawan
29.6,57,1005.1,18.0,249,0.0,Cerah
26.2,96,1008.2,7.9,106,2.8,Berawan
25.6,61,1007.1,12.3,30,0.0,Cerah
25.2,77,1007.3,24.8,117,1.1,Berawan
20.6,63,1007.1,25.9,154,3.0,Berawan
26.9,69,1005.6,6.3,55,0.0,Cerah
25.5,86,1005.1,5.4,63,3.9,Berawan
20.0,97,1011.8,12.0,221,0.6,Berawan
20.9,65,1012.2,25.3,49,1.6,Berawan
17.6,64,1004.3,14.7,303,0.0,Cerah
26.3,92,1012.2,3.2,300,2.5,Berawan
28.3,85,1008.9,6.0,2,2.8,Berawan
24.5,88,1012.1,15.5,222,1.1,Berawan
27.7,75,1008.5,7.2,193,0.0,Cerah
21.3,75,1011.6,15.1,359,0.0,Cerah
25.1,74,1006.1,23.6,8,1.5,Berawan
28.7,95,1004.3,29.7,312,0.2,Berawan
30.0,58,1004.7,22.7,184,1.5,Berawan
29.1,86,1004.0,7.2,266,4.8,Berawan
31.5,80,1008.0,24.4,71,0.9,Berawan
17.6,66,1012.2,10.3,325,0.0,Cerah
20.8,76,1012.2,3.2,299,3.5,Berawan
20.8,92,1006.8,26.8,215,25.9,Hujan
24.7,65,1008.2,10.9,207,0.0,Cerah
26.9,61,1010.9,5.6,25,0.0,Cerah
22.7,75,1012.1,7.1,305,0.0,Cerah
29.8,85,1006.3,26.9,174,3.8,Berawan
19.8,66,1005.7,18.2,226,3.0,Berawan
21.4,88,1011.8,19.4,122,0.7,Berawan
24.0,65,1009.7,10.8,297,0.0,Cerah
31.8,59,1005.5,8.5,15,0.0,Cerah
26.8,73,1004.7,15.4,167,0.0,Cerah
23.6,89,1006.4,6.5,12,41.2,Hujan
29.8,62,1004.4,9.4,192,0.0,Cerah
28.5,87,1011.5,12.2,280,3.2,Berawan
27.7,77,1010.6,12.4,319,4.3,Berawan
24.1,77,1007.6,17.8,123,4.8,Berawan
16.3,69,1007.5,14.8,339,0.0,Cerah
29.0,57,1005.8,19.9,275,0.6,Berawan
24.2,61,1007.5,22.5,184,2.1,Berawan
25.2,92,1009.4,6.5,203,3.1,Berawan
26.7,82,1006.4,24.9,174,3.6,Berawan
21.2,98,1008.3,11.5,119,4.7,Berawan
19.0,58,1009.0,24.1,220,2.8,Berawan
17.2,95,1006.2,18.5,45,32.1,Hujan
16.4,90,1008.5,29.0,341,1.8,Berawan
31.4,61,1011.9,15.2,190,0.0,Cerah
29.0,94,1009.3,26.2,174,1.8,Berawan
21.1,66,1007.1,4.5,239,0.0,Cerah
28.5,66,1011.9,5.6,340,0.0,Cerah
20.5,84,1012.0,12.5,269,3.4,Berawan
30.7,88,1006.8,16.3,301,4.3,Berawan
28.7,96,1004.6,19.6,132,1.8,Berawan
21.4,58,1012.6,25.4,260,3.9,Berawan
31.3,91,1012.3,3.2,176,0.3,Berawan
27.7,83,1009.7,3.8,12,0.7,Berawan
26.7,84,1006.2,4.5,209,1.5,Berawan
20.6,57,1004.2,6.2,139,0.0,Cerah
23.5,64,1009.8,24.3,260,3.9,Berawan
18.8,56,1007.5,24.8,26,0.6,Berawan
29.2,64,1008.3,16.8,96,0.0,Cerah
20.2,77,1006.1,29.7,234,0.6,Berawan
21.1,84,1011.0,25.5,244,3.5,Berawan
25.3,84,1010.6,23.5,72,4.6,Berawan
30.2,79,1008.3,26.9,96,1.9,Berawan
19.7,86,1005.2,26.1,29,25.5,Hujan
18.3,71,1011.2,18.7,87,2.7,Berawan
21.0,55,1007.1,5.4,157,0.0,Cerah
29.6,58,1005.3,7.4,94,0.0,Cerah
28.2,97,1010.1,9.4,325,4.5,Berawan
18.7,91,1006.4,7.4,184,25.7,Hujan
28.5,85,1007.4,11.0,287,2.3,Berawan
17.2,63,1007.3,29.5,178,3.4,Berawan
21.2,78,1006.8,28.8,193,1.8,Berawan
29.6,71,1006.1,21.0,287,0.9,Berawan
25.3,62,1007.7,7.0,338,0.0,Cerah
23.2,95,1004.7,22.0,165,16.2,Hujan
24.8,91,1008.3,19.8,251,2.3,Berawan
24.2,75,1011.1,3.4,1,0.0,Cerah
19.0,82,1010.9,9.6,98,4.8,Berawan
17.2,88,1008.4,15.2,96,3.7,Berawan
17.7,80,1012.3,4.8,261,1.4,Berawan
17.8,72,1009.1,23.3,311,1.7,Berawan
31.1,80,1004.0,25.8,60,4.6,Berawan
29.8,63,1009.2,23.1,39,3.2,Berawan
19.2,73,1008.1,8.8,321,0.0,Cerah
17.8,59,1006.8,16.0,79,0.0,Cerah
31.8,94,1010.3,23.5,104,1.6,Berawan
31.1,78,1005.4,13.3,18,2.7,Berawan
26.1,71,1005.3,11.6,20,0.0,Cerah
18.8,70,1011.9,21.6,185,0.5,Berawan
23.8,81,1011.8,25.2,28,0.4,Berawan
19.6,58,1006.3,12.7,263,0.0,Cerah
21.8,92,1004.0,7.9,281,49.6,Hujan
30.5,82,1006.3,23.5,335,4.1,Berawan
19.9,65,1008.4,13.5,180,0.0,Cerah
21.0,88,1007.8,3.3,345,44.7,Hujan
30.5,61,1006.4,29.1,146,1.6,Berawan
22.2,89,1005.9,6.3,266,25.8,Hujan
24.4,64,1004.9,4.8,297,0.0,Cerah
16.8,96,1010.2,11.2,255,0.3,Berawan
22.0,83,1009.4,20.9,221,4.8,Berawan
27.1,96,1004.6,25.6,344,0.2,Berawan
28.6,80,1008.3,15.9,355,0.2,Berawan
29.1,78,1009.4,14.5,35,3.4,Berawan
19.7,66,1011.5,27.9,56,2.2,Berawan
21.6,61,1012.4,27.6,309,1.6,Berawan
24.7,65,1008.2,6.5,323,0.0,Cerah
28.8,62,1011.4,29.4,265,3.3,Berawan
31.9,55,1004.8,20.7,45,0.7,Berawan
28.2,86,1004.1,16.8,89,3.0,Berawan
21.9,79,1012.9,11.4,221,1.0,Berawan
19.5,81,1009.0,28.2,244,0.2,Berawan
21.6,60,1011.0,4.6,9,0.0,Cerah
17.3,64,1012.8,16.1,270,0.0,Cerah
24.1,75,1012.1,21.6,141,1.2,Berawan
29.8,59,1007.5,24.4,146,3.7,Berawan
16.5,61,1012.5,16.8,284,0.0,Cerah
25.7,67,1006.9,7.7,275,0.0,Cerah
30.6,79,1004.1,23.8,280,2.2,Berawan
17.3,85,1008.4,28.8,332,1.2,Berawan
23.7,70,1005.8,4.2,349,0.0,Cerah
17.5,67,1009.0,8.4,11,0.0,Cerah
27.3,78,1009.6,22.7,6,4.1,Berawan
24.2,94,1004.9,4.3,203,0.8,Berawan
29.3,76,1006.4,25.3,160,4.4,Berawan
23.8,73,1004.3,3.3,29,0.0,Cerah
25.8,88,1011.7,17.9,5,2.1,Berawan
17.9,56,1007.5,14.4,160,0.0,Cerah
25.7,71,1011.4,9.1,322,0.0,Cerah
17.2,67,1012.7,18.7,313,0.4,Berawan
26.5,79,1009.2,10.9,287,2.9,Berawan
29.9,59,1004.7,8.7,77,0.0,Cerah
20.2,73,1005.1,3.5,302,0.0,Cerah
28.7,70,1005.6,26.7,115,0.4,Berawan
25.9,80,1007.4,16.7,224,4.3,Berawan
21.8,76,1012.9,12.4,325,3.2,Berawan
30.4,74,1010.8,7.9,237,0.0,Cerah
17.0,75,1006.4,14.2,281,2.3,Berawan
30.0,96,1004.7,18.7,310,2.6,Berawan
19.6,71,1009.5,6.5,244,0.0,Cerah
27.8,87,1009.0,9.2,207,0.4,Berawan
30.8,61,1006.9,26.3,80,3.6,Berawan
25.4,96,1005.6,4.3,28,3.6,Berawan
26.0,62,1006.7,24.4,236,2.9,Berawan
16.1,93,1010.7,23.1,261,2.8,Berawan
30.2,85,1004.5,11.8,203,4.4,Berawan
30.9,72,1011.8,23.8,16,1.9,Berawan
20.2,69,1006.4,21.4,70,0.7,Berawan
23.1,62,1005.9,24.2,288,2.5,Berawan
19.2,96,1012.0,29.3,56,4.3,Berawan
22.8,79,1006.9,17.4,130,4.4,Berawan
22.5,87,1012.9,23.3,74,4.9,Berawan
20.8,67,1007.6,27.8,319,0.1,Berawan
31.6,78,1004.5,7.6,222,4.2,Berawan
21.3,92,1008.6,4.9,322,1.8,Berawan
28.2,58,1009.3,6.9,74,0.0,Cerah
30.3,93,1004.6,26.9,269,4.0,Berawan
19.8,74,1009.8,7.2,80,0.0,Cerah
30.3,96,1008.4,16.6,52,1.7,Berawan
21.7,89,1004.2,20.5,296,40.9,Hujan
27.4,91,1004.9,8.7,56,2.1,Berawan
31.8,61,1004.0,25.2,344,4.3,Berawan
27.5,70,1004.7,28.1,227,1.9,Berawan
23.8,84,1007.0,5.7,290,3.6,Berawan
18.1,85,1012.0,20.3,275,0.3,Berawan
22.5,64,1005.1,24.8,284,4.3,Berawan
19.4,77,1004.5,21.7,132,3.3,Berawan
22.7,85,1011.5,10.4,42,0.5,Berawan
31.8,79,1006.8,21.2,310,2.9,Berawan
22.6,90,1005.6,16.0,303,43.0,Hujan
28.8,91,1007.6,28.6,344,2.3,Berawan
19.9,86,1008.0,20.4,303,47.7,Hujan
31.8,91,1012.1,28.0,217,3.1,Berawan
20.2,80,1012.9,6.3,248,2.6,Berawan
26.5,61,1007.4,22.4,119,0.2,Berawan
30.5,90,1007.2,7.7,294,4.2,Berawan
23.5,59,1011.0,6.9,17,0.0,Cerah
24.3,61,1012.4,21.7,254,2.2,Berawan
29.2,80,1005.3,3.7,77,3.3,Berawan
19.5,85,1012.4,6.7,185,0.3,Berawan
22.2,91,1009.3,12.0,103,3.1,Berawan
26.0,95,1006.9,7.0,91,2.1,Berawan
28.1,69,1009.2,21.8,23,0.6,Berawan
26.1,78,1011.6,28.4,281,2.9,Berawan
22.5,86,1008.3,17.8,155,1.5,Berawan
20.1,60,1007.5,16.8,275,0.0,Cerah
22.3,74,1010.9,29.0,356,3.4,Berawan
23.9,73,1007.4,10.9,112,0.0,Cerah
31.5,96,1011.7,4.3,145,1.4,Berawan
21.8,88,1006.5,4.2,317,11.8,Hujan
29.8,58,1012.5,15.5,274,0.0,Cerah
21.2,70,1008.2,11.1,206,0.0,Cerah
22.1,95,1010.9,9.8,76,2.0,Berawan
18.5,57,1008.0,9.5,283,0.0,Cerah
23.2,96,1007.1,11.6,105,23.7,Hujan
27.3,91,1008.0,25.4,274,2.4,Berawan
30.6,96,1005.7,4.1,9,3.7,Berawan
19.7,80,1009.1,28.7,351,3.8,Berawan
27.2,82,1008.8,10.1,146,1.2,Berawan
21.4,93,1007.4,28.1,33,17.5,Hujan
29.3,57,1009.6,23.5,81,2.2,Berawan
28.8,72,1010.5,14.3,340,0.0,Cerah
21.2,62,1009.5,6.7,291,0.0,Cerah
29.9,62,1005.4,22.6,82,2.0,Berawan
23.9,90,1005.9,27.7,92,12.6,Hujan
20.5,56,1004.6,26.6,258,1.6,Berawan
23.3,79,1010.7,17.9,161,4.0,Berawan
21.4,71,1005.8,25.3,51,4.4,Berawan
23.2,94,1004.8,14.4,29,45.7,Hujan
28.8,56,1010.8,4.6,96,0.0,Cerah
24.0,75,1011.1,22.4,47,3.0,Berawan
21.4,56,1011.8,14.1,205,0.0,Cerah
25.5,80,1007.1,6.4,133,1.2,Berawan
29.6,68,1012.2,7.7,33,0.0,Cerah
28.4,71,1013.0,11.7,21,0.0,Cerah
20.4,73,1005.0,5.2,215,0.0,Cerah
30.7,86,1011.8,26.1,1,2.4,Berawan
26.3,90,1012.0,22.2,95,4.4,Berawan
24.8,60,1012.3,12.0,226,0.0,Cerah
26.9,93,1012.6,10.4,239,4.0,Berawan
26.5,85,1011.8,19.4,50,4.3,Berawan
29.9,66,1012.0,6.3,117,0.0,Cerah
20.0,57,1007.5,13.7,344,0.0,Cerah
19.9,86,1005.9,3.6,72,41.7,Hujan
31.5,88,1007.3,23.7,302,4.8,Berawan
21.1,78,1005.9,14.8,173,3.9,Berawan
19.7,91,1007.6,15.8,21,17.9,Hujan
31.3,86,1010.2,12.1,65,2.3,Berawan
23.6,63,1005.7,22.2,251,1.3,Berawan
